time,open,high,low,close,volume
1773410400,204017.5,205574.0,200111.0,200416.5,1.5100000000000002
1773414000,200428.5,201426.5,198786.5,199538.5,0.165
1773417600,197749.5,199217.5,197117.5,199217.5,0.091
1773421200,199044.5,199113.5,195235.5,195906.0,0.601
1773424800,196005.0,196320.5,195458.0,195836.0,1.078
1773428400,196183.0,196183.0,195669.5,195879.0,0.062
1773432000,196094.5,196795.0,196094.5,196669.0,0.013000000000000001
1773435600,197007.5,197007.5,196156.0,196292.0,0.10300000000000001
1773439200,196292.0,196292.0,196292.0,196292.0,0.0
1773442800,196292.0,196292.0,196292.0,196292.0,0.0
1773446400,196292.0,196292.0,196292.0,196292.0,0.0
1773450000,194514.5,194564.5,194394.5,194564.5,0.025
1773453600,194901.0,195260.0,194836.5,194848.0,0.134
1773457200,195074.0,196062.0,195074.0,195926.5,0.10599999999999998
1773460800,196178.5,196178.5,195033.5,195033.5,0.038000000000000006
1773464400,194914.5,195366.0,194887.5,195366.0,0.05
1773468000,193513.0,193800.0,193513.0,193800.0,0.002
1773471600,193920.5,193999.5,193572.0,193808.5,0.168
1773475200,193812.5,194002.5,193290.5,193290.5,0.755
1773478800,193445.5,193490.5,192793.5,192793.5,0.098
1773482400,192704.5,192869.5,192302.5,192515.5,0.306
1773486000,192671.5,193293.5,192671.5,193166.0,0.038000000000000006
1773489600,193307.5,193307.5,193225.5,193225.5,0.002
1773493200,193175.0,193606.0,193175.0,193606.0,0.20700000000000002
1773496800,193713.0,193744.5,192944.0,193213.5,0.066
1773500400,193339.0,193616.0,193338.0,193338.0,0.07600000000000001
1773504000,193322.5,193569.0,193087.5,193559.0,0.059
1773507600,193612.0,193612.0,193404.5,193481.5,0.046
1773511200,193314.0,193314.0,193313.5,193313.5,0.002
1773514800,193558.5,193710.0,193558.5,193710.0,0.003
1773518400,193551.5,194108.5,193551.5,194108.5,0.004
1773522000,194137.5,194444.5,194137.5,194342.0,0.057
1773525600,194342.0,194342.0,194342.0,194342.0,0.0
1773529200,195247.0,195522.0,195223.5,195223.5,0.03
1773532800,194741.5,194741.5,194586.5,194586.5,0.006
1773536400,194403.5,194673.0,194403.5,194673.0,0.006
1773540000,195164.5,195909.0,194944.0,195837.0,0.202
